prompt,observation.state,action,timestamp,index,episode_index,frame_index,task_index,observation.image.top_rgb,observation.image.right_rgb,observation.image.left_rgb
fold the garment on the table,"[0.01489220466464758, -1.7089648246765137, 1.529492735862732, 1.1689645051956177, -0.11901041865348816, -0.14275234937667847, -0.6653082370758057, -0.21697553992271423, 0.12820111215114594, 1.1517736911773682, 0.42592164874076843, -0.14914314448833466]","[0.015083092264831066, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.1194625124335289, -0.14275191724300385, -0.743399977684021, -0.07810549437999725, 0.11140232533216476, 1.1288022994995117, 0.42293456196784973, -0.1493106186389923]",2.566666603088379,68036,200,77,0,./sample_episode_images/episode_200/top/frame_008306.jpg,./sample_episode_images/episode_200/right/frame_000077.jpg,./sample_episode_images/episode_200/left/frame_008306.jpg
fold the garment on the table,"[0.01495213620364666, -1.7089648246765137, 1.529492735862732, 1.1689645051956177, -0.11913718283176422, -0.14275234937667847, -0.688058078289032, -0.18369488418102264, 0.12016166746616364, 1.1449885368347168, 0.4250938594341278, -0.14917463064193726]","[0.015083092264831066, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.1194625124335289, -0.14275191724300385, -0.7631487250328064, -0.06058650091290474, 0.08750231564044952, 1.1259336471557617, 0.42293456196784973, -0.1493106186389923]",2.5999999046325684,68037,200,78,0,./sample_episode_images/episode_200/top/frame_008307.jpg,./sample_episode_images/episode_200/right/frame_000078.jpg,./sample_episode_images/episode_200/left/frame_008307.jpg
fold the garment on the table,"[0.01499326154589653, -1.7089648246765137, 1.529492735862732, 1.1689645051956177, -0.11922840029001236, -0.14275234937667847, -0.7095492482185364, -0.1482326239347458, 0.11082711070775986, 1.13930082321167, 0.42449286580085754, -0.14919717609882355]","[0.015083092264831066, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.1194625124335289, -0.14275191724300385, -0.7927718758583069, -0.04160759970545769, 0.06061481311917305, 1.1273679733276367, 0.42293456196784973, -0.1493106186389923]",2.633333444595337,68038,200,79,0,./sample_episode_images/episode_200/top/frame_008308.jpg,./sample_episode_images/episode_200/right/frame_000079.jpg,./sample_episode_images/episode_200/left/frame_008308.jpg
fold the garment on the table,"[0.01502148061990738, -1.7089648246765137, 1.529492735862732, 1.1689645051956177, -0.11929402500391006, -0.14275234937667847, -0.7310376763343811, -0.11369224637746811, 0.09920822083950043, 1.1359747648239136, 0.42404624819755554, -0.14923082292079926]","[0.015083092264831066, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.1194625124335289, -0.14275191724300385, -0.8181631565093994, -0.019708862528204918, 0.05165231227874756, 1.1244993209838867, 0.42293456196784973, -0.1493106186389923]",2.6666667461395264,68039,200,80,0,./sample_episode_images/episode_200/top/frame_008309.jpg,./sample_episode_images/episode_200/right/frame_000080.jpg,./sample_episode_images/episode_200/left/frame_008309.jpg
fold the garment on the table,"[0.015040840022265911, -1.7089648246765137, 1.529492735862732, 1.1689645051956177, -0.11934123933315277, -0.14275234937667847, -0.7533993124961853, -0.08262719959020615, 0.08759941905736923, 1.132529616355896, 0.42372187972068787, -0.14925025403499603]","[0.015083092264831066, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.1194625124335289, -0.14275191724300385, -0.8435544371604919, 0.0065696206875145435, 0.03820855915546417, 1.1244993209838867, 0.42293456196784973, -0.1493106186389923]",2.700000047683716,68040,200,81,0,./sample_episode_images/episode_200/top/frame_008310.jpg,./sample_episode_images/episode_200/right/frame_000081.jpg,./sample_episode_images/episode_200/left/frame_008310.jpg
fold the garment on the table,"[0.015054120682179928, -1.7089648246765137, 1.529492735862732, 1.1689645051956177, -0.11937523633241653, -0.14275234937667847, -0.7766978740692139, -0.05405046045780182, 0.0752730593085289, 1.1301665306091309, 0.42348989844322205, -0.14926692843437195]","[0.015083092264831066, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.1194625124335289, -0.14275191724300385, -0.8647138476371765, 0.040147680789232254, 0.02327105589210987, 1.1273679733276367, 0.4243829548358917, -0.13744130730628967]",2.7333333492279053,68041,200,82,0,./sample_episode_images/episode_200/top/frame_008311.jpg,./sample_episode_images/episode_200/right/frame_000082.jpg,./sample_episode_images/episode_200/left/frame_008311.jpg
fold the garment on the table,"[0.015063230879604816, -1.7089648246765137, 1.529492735862732, 1.1689645051956177, -0.11939974129199982, -0.14275234937667847, -0.8004573583602905, -0.02615787275135517, 0.0612570084631443, 1.1292691230773926, 0.42373350262641907, -0.14596150815486908]","[0.015083092264831066, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.1194625124335289, -0.13986273109912872, -0.8788200616836548, 0.06496624648571014, 0.01430855505168438, 1.1302366256713867, 0.4243829548358917, -0.032101109623909]",2.7666666507720947,68042,200,83,0,./sample_episode_images/episode_200/top/frame_008312.jpg,./sample_episode_images/episode_200/right/frame_000083.jpg,./sample_episode_images/episode_200/left/frame_008312.jpg
fold the garment on the table,"[0.015069003216922283, -1.70896315574646, 1.5294958353042603, 1.168967843055725, -0.11941739916801453, -0.14194554090499878, -0.8234621286392212, 0.000528063508681953, 0.04769648239016533, 1.1291648149490356, 0.4239201545715332, -0.11414497345685959]","[0.015083092264831066, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.1194625124335289, -0.13841813802719116, -0.8915157318115234, 0.08102532476186752, 0.01729605533182621, 1.1316708326339722, 0.4243829548358917, 0.17264463007450104]",2.799999952316284,68043,200,84,0,./sample_episode_images/episode_200/top/frame_008313.jpg,./sample_episode_images/episode_200/right/frame_000084.jpg,./sample_episode_images/episode_200/left/frame_008313.jpg
fold the garment on the table,"[0.015073302201926708, -1.7089629173278809, 1.5294978618621826, 1.1689672470092773, -0.1194300428032875, -0.1409594863653183, -0.8446826338768005, 0.024208081886172295, 0.037859395146369934, 1.1291710138320923, 0.42405757308006287, -0.033987581729888916]","[0.015083092264831066, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.1194625124335289, -0.13841813802719116, -0.9084432125091553, 0.09416456520557404, 0.018789805471897125, 1.1445796489715576, 0.41858935356140137, 0.43080228567123413]",2.8333332538604736,68044,200,85,0,./sample_episode_images/episode_200/top/frame_008314.jpg,./sample_episode_images/episode_200/right/frame_000085.jpg,./sample_episode_images/episode_200/left/frame_008314.jpg
fold the garment on the table,"[0.015076546929776669, -1.7089653015136719, 1.5294971466064453, 1.1689634323120117, -0.11943911761045456, -0.14024846255779266, -0.8641848564147949, 0.04510746896266937, 0.031137501820921898, 1.1326415538787842, 0.42253515124320984, 0.0771239697933197]","[0.015083092264831066, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.1194625124335289, -0.13841813802719116, -0.9296026229858398, 0.09854431450366974, 0.015802305191755295, 1.158922791481018, 0.3954148292541504, 0.6088420748710632]",2.866666555404663,68045,200,86,0,./sample_episode_images/episode_200/top/frame_008315.jpg,./sample_episode_images/episode_200/right/frame_000086.jpg,./sample_episode_images/episode_200/left/frame_008315.jpg
fold the garment on the table,"[0.015078752301633358, -1.7089660167694092, 1.5294933319091797, 1.1689633131027222, -0.11944565922021866, -0.1397363245487213, -0.8828754425048828, 0.063051737844944, 0.02681787684559822, 1.1392793655395508, 0.41497018933296204, 0.1882357895374298]","[0.015083092264831066, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.1194625124335289, -0.13841813802719116, -0.9493513703346252, 0.09124473482370377, 0.01430855505168438, 1.176134467124939, 0.3925180435180664, 0.6859925985336304]",2.9000000953674316,68046,200,87,0,./sample_episode_images/episode_200/top/frame_008316.jpg,./sample_episode_images/episode_200/right/frame_000087.jpg,./sample_episode_images/episode_200/left/frame_008316.jpg
fold the garment on the table,"[0.015080224722623825, -1.7089660167694092, 1.5294909477233887, 1.1689633131027222, -0.11945036798715591, -0.13936752080917358, -0.9013563394546509, 0.076585553586483, 0.02484123408794403, 1.1490275859832764, 0.408679336309433, 0.29934749007225037]","[0.015083092264831066, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.1194625124335289, -0.13841813802719116, -0.953583300113678, 0.08394515514373779, -0.008097698912024498, 1.2048207521438599, 0.3925180435180664, 0.6874762773513794]",2.933333396911621,68047,200,88,0,./sample_episode_images/episode_200/top/frame_008317.jpg,./sample_episode_images/episode_200/right/frame_000088.jpg,./sample_episode_images/episode_200/left/frame_008317.jpg
fold the garment on the table,"[0.01508120447397232, -1.7089660167694092, 1.5294909477233887, 1.1689633131027222, -0.11945375800132751, -0.13910187780857086, -0.9188224077224731, 0.08682956546545029, 0.02035392075777054, 1.164826512336731, 0.4041843116283417, 0.4051668345928192]","[0.015083092264831066, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.1194625124335289, -0.13841813802719116, -0.9437088966369629, 0.06642616540193558, -0.04394770413637161, 1.2435470819473267, 0.391069620847702, 0.6889599561691284]",2.9666666984558105,68048,200,89,0,./sample_episode_images/episode_200/top/frame_008318.jpg,./sample_episode_images/episode_200/right/frame_000089.jpg,./sample_episode_images/episode_200/left/frame_008318.jpg
fold the garment on the table,"[0.015081853605806828, -1.7089660167694092, 1.5294909477233887, 1.1689633131027222, -0.1194562017917633, -0.13891060650348663, -0.9329659342765808, 0.0932455062866211, 0.010069113224744797, 1.187496542930603, 0.40059763193130493, 0.4845273792743683]","[0.015083092264831066, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.1194625124335289, -0.13841813802719116, -0.9253707528114319, 0.028468357399106026, -0.09772271662950516, 1.293747901916504, 0.391069620847702, 0.6889599561691284]",3.0,68049,200,90,0,./sample_episode_images/episode_200/top/frame_008319.jpg,./sample_episode_images/episode_200/right/frame_000090.jpg,./sample_episode_images/episode_200/left/frame_008319.jpg
fold the garment on the table,"[0.015082284808158875, -1.7089660167694092, 1.5294909477233887, 1.1689633131027222, -0.11945796012878418, -0.1387728452682495, -0.9413415193557739, 0.09346223622560501, -0.008199031464755535, 1.2184422016143799, 0.39805540442466736, 0.5416498780250549]","[0.015083092264831066, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.1194625124335289, -0.13841813802719116, -0.875998854637146, -0.025548525154590607, -0.15747272968292236, 1.3253028392791748, 0.38672441244125366, 0.6889599561691284]",3.0333333015441895,68050,200,91,0,./sample_episode_images/episode_200/top/frame_008320.jpg,./sample_episode_images/episode_200/right/frame_000091.jpg,./sample_episode_images/episode_200/left/frame_008320.jpg
fold the garment on the table,"[0.015082568861544132, -1.7089660167694092, 1.5294909477233887, 1.1689633131027222, -0.11945924907922745, -0.1386736035346985, -0.9404565095901489, 0.08373082429170609, -0.033979713916778564, 1.2505309581756592, 0.39510616660118103, 0.5827447175979614]","[0.015083092264831066, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.11801448464393616, -0.13841813802719116, -0.802646279335022, -0.07810549437999725, -0.18884147703647614, 1.3496860265731812, 0.3809307813644409, 0.6889599561691284]",3.066666603088379,68051,200,92,0,./sample_episode_images/episode_200/top/frame_008321.jpg,./sample_episode_images/episode_200/right/frame_000092.jpg,./sample_episode_images/episode_200/left/frame_008321.jpg
fold the garment on the table,"[0.01508522778749466, -1.7089660167694092, 1.5294909477233887, 1.1689633131027222, -0.11905666440725327, -0.1386021226644516, -0.9257305860519409, 0.06110324338078499, -0.06398040801286697, 1.279512882232666, 0.39143648743629456, 0.6123827695846558]","[0.01077363733202219, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.11656645685434341, -0.13841813802719116, -0.7236512303352356, -0.12920254468917847, -0.18734772503376007, 1.3640291690826416, 0.33168497681617737, 0.6889599561691284]",3.0999999046325684,68052,200,93,0,./sample_episode_images/episode_200/top/frame_008322.jpg,./sample_episode_images/episode_200/right/frame_000093.jpg,./sample_episode_images/episode_200/left/frame_008322.jpg
fold the garment on the table,"[0.014174841344356537, -1.7089660167694092, 1.5294909477233887, 1.1689590215682983, -0.1183679923415184, -0.1385500133037567, -0.8942835927009583, 0.024648301303386688, -0.0916130393743515, 1.302747130393982, 0.3750890791416168, 0.63380366563797]","[0.009337152354419231, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.11656645685434341, -0.13841813802719116, -0.633371114730835, -0.18613925576210022, -0.14104147255420685, 1.3798065185546875, 0.2954748272895813, 0.6889599561691284]",3.133333444595337,68053,200,94,0,./sample_episode_images/episode_200/top/frame_008323.jpg,./sample_episode_images/episode_200/right/frame_000094.jpg,./sample_episode_images/episode_200/left/frame_008323.jpg
fold the garment on the table,"[0.012842162512242794, -1.7089660167694092, 1.5294909477233887, 1.1689592599868774, -0.11786394566297531, -0.1385130137205124, -0.8447738289833069, -0.02575586549937725, -0.10790155082941055, 1.321242332458496, 0.3531269431114197, 0.6493474841117859]","[0.009337152354419231, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.11656645685434341, -0.13841813802719116, -0.5628398060798645, -0.2445358783006668, -0.052910204976797104, 1.3798065185546875, 0.2853359878063202, 0.6340643763542175]",3.1666667461395264,68054,200,95,0,./sample_episode_images/episode_200/top/frame_008324.jpg,./sample_episode_images/episode_200/right/frame_000095.jpg,./sample_episode_images/episode_200/left/frame_008324.jpg
fold the garment on the table,"[0.011761260218918324, -1.7089660167694092, 1.5294909477233887, 1.1689625978469849, -0.11749832332134247, -0.13848668336868286, -0.7791246771812439, -0.08885940164327621, -0.10378380119800568, 1.332762598991394, 0.33431002497673035, 0.6452900171279907]","[0.009337152354419231, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.11656645685434341, -0.13841813802719116, -0.5021829009056091, -0.31461185216903687, 0.06808356195688248, 1.3683321475982666, 0.2824391722679138, 0.42190030217170715]",3.200000047683716,68055,200,96,0,./sample_episode_images/episode_200/top/frame_008325.jpg,./sample_episode_images/episode_200/right/frame_000096.jpg,./sample_episode_images/episode_200/left/frame_008325.jpg
fold the garment on the table,"[0.011005152016878128, -1.7089660167694092, 1.5294909477233887, 1.1689625978469849, -0.11723557859659195, -0.13846765458583832, -0.7029245495796204, -0.1621534526348114, -0.073483407497406, 1.3365663290023804, 0.3197926878929138, 0.5831440091133118]","[0.009337152354419231, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.11656645685434341, -0.13841813802719116, -0.43165159225463867, -0.40658652782440186, 0.23239609599113464, 1.3181312084197998, 0.2838875651359558, 0.06582076102495193]",3.2333333492279053,68056,200,97,0,./sample_episode_images/episode_200/top/frame_008326.jpg,./sample_episode_images/episode_200/right/frame_000097.jpg,./sample_episode_images/episode_200/left/frame_008326.jpg
fold the garment on the table,"[0.010484201833605766, -1.7089660167694092, 1.5294909477233887, 1.1689625978469849, -0.11704696714878082, -0.1384538859128952, -0.6213803887367249, -0.24587593972682953, -0.009181738831102848, 1.3251391649246216, 0.3096506595611572, 0.47203198075294495]","[0.009337152354419231, -1.7089682817459106, 1.5294922590255737, 1.1675286293029785, -0.11656645685434341, -0.13841813802719116, -0.35547778010368347, -0.4956413805484772, 0.3757961094379425, 1.2693647146224976, 0.2838875651359558, -0.1745329201221466]",3.2666666507720947,68057,200,98,0,./sample_episode_images/episode_200/top/frame_008327.jpg,./sample_episode_images/episode_200/right/frame_000098.jpg,./sample_episode_images/episode_200/left/frame_008327.jpg
fold the garment on the table,"[0.010124539956450462, -1.7089403867721558, 1.5295422077178955, 1.16859769821167, -0.1169116273522377, -0.13844555616378784, -0.537907600402832, -0.3325243294239044, 0.07972963154315948, 1.3049495220184326, 0.30230212211608887, 0.3609199821949005]","[0.009337152354419231, -1.7089682817459106, 1.5294922590255737, 1.1675286293029785, -0.11656645685434341, -0.13841813802719116, -0.27366146445274353, -0.5788565874099731, 0.5206899046897888, 1.2263354063034058, 0.2824391722679138, -0.08106204867362976]",3.299999952316284,68058,200,99,0,./sample_episode_images/episode_200/top/frame_008328.jpg,./sample_episode_images/episode_200/right/frame_000099.jpg,./sample_episode_images/episode_200/left/frame_008328.jpg
fold the garment on the table,"[0.009878799319267273, -1.7089430093765259, 1.529544711112976, 1.1682963371276855, -0.11681436002254486, -0.13843773305416107, -0.4546999931335449, -0.41744789481163025, 0.18580904603004456, 1.2789350748062134, 0.2966097295284271, 0.24989503622055054]","[0.007900667376816273, -1.7089682817459106, 1.5294922590255737, 1.1675286293029785, -0.11656645685434341, -0.13841813802719116, -0.190434530377388, -0.6722912192344666, 0.6805211901664734, 1.161791443824768, 0.2838875651359558, -0.14782695472240448]",3.3333332538604736,68059,200,100,0,./sample_episode_images/episode_200/top/frame_008329.jpg,./sample_episode_images/episode_200/right/frame_000100.jpg,./sample_episode_images/episode_200/left/frame_008329.jpg
fold the garment on the table,"[0.009406059980392456, -1.7089533805847168, 1.529524564743042, 1.1680737733840942, -0.11674674600362778, -0.13843178749084473, -0.3724658787250519, -0.49625054001808167, 0.2963397204875946, 1.2445790767669678, 0.29293954372406006, 0.14260660111904144]","[0.007900667376816273, -1.7089682817459106, 1.5294922590255737, 1.1675286293029785, -0.12091054767370224, -0.14275191724300385, -0.11567134410142899, -0.7467468976974487, 0.8224274516105652, 1.1001160144805908, 0.2838875651359558, -0.14189229905605316]",3.366666555404663,68060,200,101,0,./sample_episode_images/episode_200/top/frame_008330.jpg,./sample_episode_images/episode_200/right/frame_000101.jpg,./sample_episode_images/episode_200/left/frame_008330.jpg
fold the garment on the table,"[0.008940939791500568, -1.7089682817459106, 1.529496669769287, 1.1679080724716187, -0.11790575087070465, -0.13963773846626282, -0.2922809422016144, -0.5704766511917114, 0.4072203040122986, 1.203238844871521, 0.2903023064136505, 0.06302277743816376]","[0.007900667376816273, -1.7089682817459106, 1.5294922590255737, 1.1675286293029785, -0.12235857546329498, -0.13841813802719116, -0.06912068277597427, -0.8095232844352722, 0.9553712010383606, 1.0398750305175781, 0.2838875651359558, -0.1493106186389923]",3.4000000953674316,68061,200,102,0,./sample_episode_images/episode_200/top/frame_008331.jpg,./sample_episode_images/episode_200/right/frame_000102.jpg,./sample_episode_images/episode_200/left/frame_008331.jpg
fold the garment on the table,"[0.008615637198090553, -1.7089711427688599, 1.5294827222824097, 1.1678026914596558, -0.1191500723361969, -0.13929875195026398, -0.21854516863822937, -0.6410903930664062, 0.5180690884590149, 1.156386375427246, 0.28836509585380554, 0.0036306215915828943]","[0.007900667376816273, -1.7089682817459106, 1.5294922590255737, 1.1703972816467285, -0.12235857546329498, -0.14275191724300385, -0.04372940957546234, -0.8722996711730957, 1.0838336944580078, 0.9796339869499207, 0.2838875651359558, -0.1493106186389923]",3.433333396911621,68062,200,103,0,./sample_episode_images/episode_200/top/frame_008332.jpg,./sample_episode_images/episode_200/right/frame_000103.jpg,./sample_episode_images/episode_200/left/frame_008332.jpg
fold the garment on the table,"[0.00839836522936821, -1.7090314626693726, 1.5293688774108887, 1.1684461832046509, -0.12004782259464264, -0.14025910198688507, -0.15684571862220764, -0.708742082118988, 0.6289541721343994, 1.1058776378631592, 0.28694862127304077, -0.03916185721755028]","[0.007900667376816273, -1.7089682817459106, 1.5294922590255737, 1.1703972816467285, -0.12235857546329498, -0.14275191724300385, -0.036676280200481415, -0.9277764558792114, 1.1689774990081787, 0.9538164138793945, 0.2838875651359558, -0.1493106186389923]",3.4666666984558105,68063,200,104,0,./sample_episode_images/episode_200/top/frame_008333.jpg,./sample_episode_images/episode_200/right/frame_000104.jpg,./sample_episode_images/episode_200/left/frame_008333.jpg
fold the garment on the table,"[0.008244432508945465, -1.7090282440185547, 1.5293605327606201, 1.168994426727295, -0.12069464474916458, -0.1409567892551422, -0.11076214909553528, -0.7737139463424683, 0.7396568059921265, 1.0613937377929688, 0.28592413663864136, -0.06994583457708359]","[0.007900667376816273, -1.7089682817459106, 1.5294922590255737, 1.1703972816467285, -0.12235857546329498, -0.14275191724300385, -0.036676280200481415, -0.9847131371498108, 1.2212587594985962, 0.9566850066184998, 0.2838875651359558, -0.1493106186389923]",3.5,68064,200,105,0,./sample_episode_images/episode_200/top/frame_008334.jpg,./sample_episode_images/episode_200/right/frame_000105.jpg,./sample_episode_images/episode_200/left/frame_008334.jpg
fold the garment on the table,"[0.008137818425893784, -1.7090067863464355, 1.5294029712677002, 1.169398546218872, -0.12116040289402008, -0.14145956933498383, -0.08017458766698837, -0.8362439274787903, 0.8502974510192871, 1.0297877788543701, 0.2852146029472351, -0.09209493547677994]","[0.007900667376816273, -1.7089682817459106, 1.5294922590255737, 1.1732659339904785, -0.12235857546329498, -0.14275191724300385, -0.036676280200481415, -1.0474895238876343, 1.2839962244033813, 0.9581193327903748, 0.2824391722679138, -0.1493106186389923]",3.5333333015441895,68065,200,106,0,./sample_episode_images/episode_200/top/frame_008335.jpg,./sample_episode_images/episode_200/right/frame_000106.jpg,./sample_episode_images/episode_200/left/frame_008335.jpg
fold the garment on the table,"[0.008066929876804352, -1.7090357542037964, 1.529352068901062, 1.1704235076904297, -0.12149564176797867, -0.14181861281394958, -0.061699990183115005, -0.8971719145774841, 0.9607448577880859, 1.008454442024231, 0.2843483090400696, -0.1080707311630249]","[0.007900667376816273, -1.7089682817459106, 1.5294922590255737, 1.1732659339904785, -0.12091054767370224, -0.14275191724300385, -0.036676280200481415, -1.1073460578918457, 1.3497213125228882, 0.9566850066184998, 0.2824391722679138, -0.1493106186389923]",3.566666603088379,68066,200,107,0,./sample_episode_images/episode_200/top/frame_008336.jpg,./sample_episode_images/episode_200/right/frame_000107.jpg,./sample_episode_images/episode_200/left/frame_008336.jpg
fold the garment on the table,"[0.008017339743673801, -1.7090137004852295, 1.5293885469436646, 1.1712373495101929, -0.1213337704539299, -0.14208070933818817, -0.051191799342632294, -0.9564458131790161, 1.0692976713180542, 0.9940038323402405, 0.28376346826553345, -0.11961066722869873]","[0.007900667376816273, -1.7089682817459106, 1.5294922590255737, 1.1689629554748535, -0.11801448464393616, -0.14275191724300385, -0.036676280200481415, -1.1730422973632812, 1.406483769416809, 0.9523820877075195, 0.25781628489494324, -0.1493106186389923]",3.5999999046325684,68067,200,108,0,./sample_episode_images/episode_200/top/frame_008337.jpg,./sample_episode_images/episode_200/right/frame_000108.jpg,./sample_episode_images/episode_200/left/frame_008337.jpg
fold the garment on the table,"[0.007980819791555405, -1.7089042663574219, 1.529606580734253, 1.1707326173782349, -0.12040853500366211, -0.14227430522441864, -0.045428261160850525, -1.0143102407455444, 1.170650601387024, 0.983990490436554, 0.276512086391449, -0.12797102332115173]","[0.007900667376816273, -1.7089682817459106, 1.5309674739837646, 1.158922791481018, -0.12235857546329498, -0.14275191724300385, -0.03526565432548523, -1.2606372833251953, 1.4393463134765625, 0.9566850066184998, 0.2201577126979828, -0.1493106186389923]",3.633333444595337,68068,200,109,0,./sample_episode_images/episode_200/top/frame_008338.jpg,./sample_episode_images/episode_200/right/frame_000109.jpg,./sample_episode_images/episode_200/left/frame_008338.jpg
fold the garment on the table,"[0.00793763529509306, -1.7087674140930176, 1.5302194356918335, 1.1676433086395264, -0.12094897776842117, -0.14241763949394226, -0.04197810962796211, -1.0764795541763306, 1.2595670223236084, 0.9796653389930725, 0.26078715920448303, -0.13404588401317596]","[-0.030884427949786186, -1.7075138092041016, 1.539818286895752, 1.0025829076766968, -0.12525463104248047, -0.14130732417106628, -0.03526565432548523, -1.411008596420288, 1.475196361541748, 1.0154917240142822, 0.21291568875312805, -0.1493106186389923]",3.6666667461395264,68069,200,110,0,./sample_episode_images/episode_200/top/frame_008339.jpg,./sample_episode_images/episode_200/right/frame_000110.jpg,./sample_episode_images/episode_200/left/frame_008339.jpg
fold the garment on the table,"[-0.00042654809658415616, -1.7060153484344482, 1.5371642112731934, 1.1249592304229736, -0.12221884727478027, -0.14225950837135315, -0.039643414318561554, -1.1598162651062012, 1.3350659608840942, 0.9929226040840149, 0.24739767611026764, -0.13842147588729858]","[-0.09265328198671341, -1.7075138092041016, 1.539818286895752, 0.9581193327903748, -0.12525463104248047, -0.1369735449552536, -0.03526565432548523, -1.4854642152786255, 1.49162757396698, 1.0513495206832886, 0.21291568875312805, -0.1493106186389923]",3.700000047683716,68070,200,111,0,./sample_episode_images/episode_200/top/frame_008340.jpg,./sample_episode_images/episode_200/right/frame_000111.jpg,./sample_episode_images/episode_200/left/frame_008340.jpg
fold the garment on the table,"[-0.022494804114103317, -1.7051665782928467, 1.541093349456787, 1.0788986682891846, -0.12314896285533905, -0.14079205691814423, -0.0383010134100914, -1.2473331689834595, 1.392703652381897, 1.0133975744247437, 0.2377552092075348, -0.14159445464611053]","[-0.12281946837902069, -1.7075138092041016, 1.539818286895752, 0.9566850066184998, -0.23964904248714447, -0.13263976573944092, -0.03526565432548523, -1.558459997177124, 1.5050712823867798, 1.087207317352295, 0.21291568875312805, -0.1493106186389923]",3.7333333492279053,68071,200,112,0,./sample_episode_images/episode_200/top/frame_008341.jpg,./sample_episode_images/episode_200/right/frame_000112.jpg,./sample_episode_images/episode_200/left/frame_008341.jpg
fold the garment on the table,"[-0.05012158676981926, -1.7059122323989868, 1.5410069227218628, 1.0439248085021973, -0.15561847388744354, -0.13846878707408905, -0.03744710236787796, -1.3319952487945557, 1.4344006776809692, 1.0371485948562622, 0.23081053793430328, -0.14384733140468597]","[-0.07828842848539352, -1.7046048641204834, 1.539818286895752, 0.9925428032875061, -0.41196468472480774, -0.07052233070135117, -0.03526565432548523, -1.6168566942214966, 1.5170212984085083, 1.1173278093338013, 0.21291568875312805, -0.15079428255558014]",3.7666666507720947,68072,200,113,0,./sample_episode_images/episode_200/top/frame_008342.jpg,./sample_episode_images/episode_200/right/frame_000113.jpg,./sample_episode_images/episode_200/left/frame_008342.jpg
fold the garment on the table,"[-0.06356977671384811, -1.7070389986038208, 1.5379555225372314, 1.0277860164642334, -0.22704817354679108, -0.11942300945520401, -0.036856915801763535, -1.4110196828842163, 1.4640357494354248, 1.0616154670715332, 0.22580663859844208, -0.14584919810295105]","[-0.0409398227930069, -1.6929693222045898, 1.539818286895752, 1.0183603763580322, -0.4698858857154846, 0.08982732892036438, -0.03526565432548523, -1.663573980331421, 1.5244901180267334, 1.1431453227996826, 0.21291568875312805, -0.15079428255558014]",3.799999952316284,68073,200,114,0,./sample_episode_images/episode_200/top/frame_008343.jpg,./sample_episode_images/episode_200/right/frame_000114.jpg,./sample_episode_images/episode_200/left/frame_008343.jpg
fold the garment on the table,"[-0.06104305014014244, -1.7051459550857544, 1.5348424911499023, 1.023685336112976, -0.2948916256427765, -0.06091471388936043, -0.036427758634090424, -1.4820916652679443, 1.4848159551620483, 1.0856226682662964, 0.22220075130462646, -0.14726373553276062]","[-0.01077363733202219, -1.6667894124984741, 1.539818286895752, 1.0255318880081177, -0.5017425417900085, 0.2631783187389374, -0.03526565432548523, -1.704451560974121, 1.5304651260375977, 1.163225769996643, 0.21291568875312805, -0.15079428255558014]",3.8333332538604736,68074,200,115,0,./sample_episode_images/episode_200/top/frame_008344.jpg,./sample_episode_images/episode_200/right/frame_000115.jpg,./sample_episode_images/episode_200/left/frame_008344.jpg
fold the garment on the table,"[-0.04903130605816841, -1.6966880559921265, 1.532894492149353, 1.0231313705444336, -0.35272476077079773, 0.029702521860599518, -0.03611134737730026, -1.5451477766036987, 1.4996665716171265, 1.1080049276351929, 0.21960267424583435, -0.14826704561710358]","[0.006464182399213314, -1.621701717376709, 1.539818286895752, 1.0255318880081177, -0.5422874093055725, 0.3455200493335724, -0.03526565432548523, -1.7029917240142822, 1.531958818435669, 1.1660943031311035, 0.21146728098392487, -0.15079428255558014]",3.866666555404663,68075,200,116,0,./sample_episode_images/episode_200/top/frame_008345.jpg,./sample_episode_images/episode_200/right/frame_000116.jpg,./sample_episode_images/episode_200/left/frame_008345.jpg
